split,video_path,eeg_path,block,clip_id
train,data/Video_mp4/Block0/21.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/21.npy,0,21
train,data/Video_mp4/Block0/22.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/22.npy,0,22
train,data/Video_mp4/Block0/23.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/23.npy,0,23
train,data/Video_mp4/Block0/24.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/24.npy,0,24
train,data/Video_mp4/Block0/25.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/25.npy,0,25
train,data/Video_mp4/Block0/26.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/26.npy,0,26
train,data/Video_mp4/Block0/27.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/27.npy,0,27
train,data/Video_mp4/Block0/28.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/28.npy,0,28
train,data/Video_mp4/Block0/29.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/29.npy,0,29
train,data/Video_mp4/Block0/30.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/30.npy,0,30
train,data/Video_mp4/Block0/31.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/31.npy,0,31
train,data/Video_mp4/Block0/32.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/32.npy,0,32
train,data/Video_mp4/Block0/33.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/33.npy,0,33
train,data/Video_mp4/Block0/34.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/34.npy,0,34
train,data/Video_mp4/Block0/35.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/35.npy,0,35
train,data/Video_mp4/Block0/36.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/36.npy,0,36
train,data/Video_mp4/Block0/37.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/37.npy,0,37
train,data/Video_mp4/Block0/38.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/38.npy,0,38
train,data/Video_mp4/Block0/39.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/39.npy,0,39
train,data/Video_mp4/Block0/40.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/40.npy,0,40
train,data/Video_mp4/Block0/41.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/41.npy,0,41
train,data/Video_mp4/Block0/42.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/42.npy,0,42
train,data/Video_mp4/Block0/43.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/43.npy,0,43
train,data/Video_mp4/Block0/44.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/44.npy,0,44
train,data/Video_mp4/Block0/45.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/45.npy,0,45
train,data/Video_mp4/Block0/46.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/46.npy,0,46
train,data/Video_mp4/Block0/47.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/47.npy,0,47
train,data/Video_mp4/Block0/48.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/48.npy,0,48
train,data/Video_mp4/Block0/49.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/49.npy,0,49
train,data/Video_mp4/Block0/50.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/50.npy,0,50
train,data/Video_mp4/Block0/51.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/51.npy,0,51
train,data/Video_mp4/Block0/52.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/52.npy,0,52
train,data/Video_mp4/Block0/53.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/53.npy,0,53
train,data/Video_mp4/Block0/54.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/54.npy,0,54
train,data/Video_mp4/Block0/55.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/55.npy,0,55
train,data/Video_mp4/Block0/56.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/56.npy,0,56
train,data/Video_mp4/Block0/57.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/57.npy,0,57
train,data/Video_mp4/Block0/58.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/58.npy,0,58
train,data/Video_mp4/Block0/59.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/59.npy,0,59
train,data/Video_mp4/Block0/60.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/60.npy,0,60
train,data/Video_mp4/Block0/61.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/61.npy,0,61
train,data/Video_mp4/Block0/62.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/62.npy,0,62
train,data/Video_mp4/Block0/63.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/63.npy,0,63
train,data/Video_mp4/Block0/64.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/64.npy,0,64
train,data/Video_mp4/Block0/65.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/65.npy,0,65
train,data/Video_mp4/Block0/66.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/66.npy,0,66
train,data/Video_mp4/Block0/67.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/67.npy,0,67
train,data/Video_mp4/Block0/68.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/68.npy,0,68
train,data/Video_mp4/Block0/69.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/69.npy,0,69
train,data/Video_mp4/Block0/70.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/70.npy,0,70
train,data/Video_mp4/Block0/71.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/71.npy,0,71
train,data/Video_mp4/Block0/72.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/72.npy,0,72
train,data/Video_mp4/Block0/73.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/73.npy,0,73
train,data/Video_mp4/Block0/74.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/74.npy,0,74
train,data/Video_mp4/Block0/75.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/75.npy,0,75
train,data/Video_mp4/Block0/76.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/76.npy,0,76
train,data/Video_mp4/Block0/77.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/77.npy,0,77
train,data/Video_mp4/Block0/78.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/78.npy,0,78
train,data/Video_mp4/Block0/79.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/79.npy,0,79
train,data/Video_mp4/Block0/80.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/80.npy,0,80
train,data/Video_mp4/Block0/81.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/81.npy,0,81
train,data/Video_mp4/Block0/82.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/82.npy,0,82
train,data/Video_mp4/Block0/83.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/83.npy,0,83
train,data/Video_mp4/Block0/84.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/84.npy,0,84
train,data/Video_mp4/Block0/85.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/85.npy,0,85
train,data/Video_mp4/Block0/86.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/86.npy,0,86
train,data/Video_mp4/Block0/87.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/87.npy,0,87
train,data/Video_mp4/Block0/88.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/88.npy,0,88
train,data/Video_mp4/Block0/89.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/89.npy,0,89
train,data/Video_mp4/Block0/90.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/90.npy,0,90
train,data/Video_mp4/Block0/91.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/91.npy,0,91
train,data/Video_mp4/Block0/92.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/92.npy,0,92
train,data/Video_mp4/Block0/93.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/93.npy,0,93
train,data/Video_mp4/Block0/94.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/94.npy,0,94
train,data/Video_mp4/Block0/95.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/95.npy,0,95
train,data/Video_mp4/Block0/96.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/96.npy,0,96
train,data/Video_mp4/Block0/97.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/97.npy,0,97
train,data/Video_mp4/Block0/98.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/98.npy,0,98
train,data/Video_mp4/Block0/99.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/99.npy,0,99
train,data/Video_mp4/Block0/100.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/100.npy,0,100
train,data/Video_mp4/Block0/101.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/101.npy,0,101
train,data/Video_mp4/Block0/102.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/102.npy,0,102
train,data/Video_mp4/Block0/103.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/103.npy,0,103
train,data/Video_mp4/Block0/104.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/104.npy,0,104
train,data/Video_mp4/Block0/105.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/105.npy,0,105
train,data/Video_mp4/Block0/106.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/106.npy,0,106
train,data/Video_mp4/Block0/107.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/107.npy,0,107
train,data/Video_mp4/Block0/108.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/108.npy,0,108
train,data/Video_mp4/Block0/109.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/109.npy,0,109
train,data/Video_mp4/Block0/110.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/110.npy,0,110
train,data/Video_mp4/Block0/111.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/111.npy,0,111
train,data/Video_mp4/Block0/112.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/112.npy,0,112
train,data/Video_mp4/Block0/113.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/113.npy,0,113
train,data/Video_mp4/Block0/114.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/114.npy,0,114
train,data/Video_mp4/Block0/115.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/115.npy,0,115
train,data/Video_mp4/Block0/116.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/116.npy,0,116
train,data/Video_mp4/Block0/117.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/117.npy,0,117
train,data/Video_mp4/Block0/118.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/118.npy,0,118
train,data/Video_mp4/Block0/119.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/119.npy,0,119
train,data/Video_mp4/Block0/120.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/120.npy,0,120
train,data/Video_mp4/Block0/121.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/121.npy,0,121
train,data/Video_mp4/Block0/122.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/122.npy,0,122
train,data/Video_mp4/Block0/123.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/123.npy,0,123
train,data/Video_mp4/Block0/124.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/124.npy,0,124
train,data/Video_mp4/Block0/125.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/125.npy,0,125
train,data/Video_mp4/Block0/126.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/126.npy,0,126
train,data/Video_mp4/Block0/127.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/127.npy,0,127
train,data/Video_mp4/Block0/128.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/128.npy,0,128
train,data/Video_mp4/Block0/129.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/129.npy,0,129
train,data/Video_mp4/Block0/130.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/130.npy,0,130
train,data/Video_mp4/Block0/131.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/131.npy,0,131
train,data/Video_mp4/Block0/132.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/132.npy,0,132
train,data/Video_mp4/Block0/133.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/133.npy,0,133
train,data/Video_mp4/Block0/134.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/134.npy,0,134
train,data/Video_mp4/Block0/135.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/135.npy,0,135
train,data/Video_mp4/Block0/136.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/136.npy,0,136
train,data/Video_mp4/Block0/137.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/137.npy,0,137
train,data/Video_mp4/Block0/138.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/138.npy,0,138
train,data/Video_mp4/Block0/139.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/139.npy,0,139
train,data/Video_mp4/Block0/140.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/140.npy,0,140
train,data/Video_mp4/Block0/141.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/141.npy,0,141
train,data/Video_mp4/Block0/142.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/142.npy,0,142
train,data/Video_mp4/Block0/143.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/143.npy,0,143
train,data/Video_mp4/Block0/144.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/144.npy,0,144
train,data/Video_mp4/Block0/145.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/145.npy,0,145
train,data/Video_mp4/Block0/146.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/146.npy,0,146
train,data/Video_mp4/Block0/147.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/147.npy,0,147
train,data/Video_mp4/Block0/148.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/148.npy,0,148
train,data/Video_mp4/Block0/149.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/149.npy,0,149
train,data/Video_mp4/Block0/150.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/150.npy,0,150
train,data/Video_mp4/Block0/151.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/151.npy,0,151
train,data/Video_mp4/Block0/152.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/152.npy,0,152
train,data/Video_mp4/Block0/153.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/153.npy,0,153
train,data/Video_mp4/Block0/154.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/154.npy,0,154
train,data/Video_mp4/Block0/155.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/155.npy,0,155
train,data/Video_mp4/Block0/156.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/156.npy,0,156
train,data/Video_mp4/Block0/157.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/157.npy,0,157
train,data/Video_mp4/Block0/158.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/158.npy,0,158
train,data/Video_mp4/Block0/159.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/159.npy,0,159
train,data/Video_mp4/Block0/160.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/160.npy,0,160
train,data/Video_mp4/Block0/161.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/161.npy,0,161
train,data/Video_mp4/Block0/162.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/162.npy,0,162
train,data/Video_mp4/Block0/163.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/163.npy,0,163
train,data/Video_mp4/Block0/164.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/164.npy,0,164
train,data/Video_mp4/Block0/165.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/165.npy,0,165
train,data/Video_mp4/Block0/166.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/166.npy,0,166
train,data/Video_mp4/Block0/167.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/167.npy,0,167
train,data/Video_mp4/Block0/168.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/168.npy,0,168
train,data/Video_mp4/Block0/169.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/169.npy,0,169
train,data/Video_mp4/Block0/170.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/170.npy,0,170
train,data/Video_mp4/Block0/171.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/171.npy,0,171
train,data/Video_mp4/Block0/172.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/172.npy,0,172
train,data/Video_mp4/Block0/173.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/173.npy,0,173
train,data/Video_mp4/Block0/174.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/174.npy,0,174
train,data/Video_mp4/Block0/175.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/175.npy,0,175
train,data/Video_mp4/Block0/176.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/176.npy,0,176
train,data/Video_mp4/Block0/177.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/177.npy,0,177
train,data/Video_mp4/Block0/178.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/178.npy,0,178
train,data/Video_mp4/Block0/179.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/179.npy,0,179
train,data/Video_mp4/Block0/180.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/180.npy,0,180
train,data/Video_mp4/Block0/181.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/181.npy,0,181
train,data/Video_mp4/Block0/182.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/182.npy,0,182
train,data/Video_mp4/Block0/183.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/183.npy,0,183
train,data/Video_mp4/Block0/184.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/184.npy,0,184
train,data/Video_mp4/Block0/185.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/185.npy,0,185
train,data/Video_mp4/Block0/186.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/186.npy,0,186
train,data/Video_mp4/Block0/187.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/187.npy,0,187
train,data/Video_mp4/Block0/188.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/188.npy,0,188
train,data/Video_mp4/Block0/189.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/189.npy,0,189
train,data/Video_mp4/Block0/190.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/190.npy,0,190
train,data/Video_mp4/Block0/191.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/191.npy,0,191
train,data/Video_mp4/Block0/192.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/192.npy,0,192
train,data/Video_mp4/Block0/193.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/193.npy,0,193
train,data/Video_mp4/Block0/194.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/194.npy,0,194
train,data/Video_mp4/Block0/195.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/195.npy,0,195
train,data/Video_mp4/Block0/196.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/196.npy,0,196
train,data/Video_mp4/Block0/197.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/197.npy,0,197
train,data/Video_mp4/Block0/198.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/198.npy,0,198
train,data/Video_mp4/Block0/199.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/199.npy,0,199
train,data/Video_mp4/Block0/200.mp4,data/gaspardnew/eeg_firstw/sub3/Block0/200.npy,0,200
train,data/Video_mp4/Block1/1.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/1.npy,1,1
train,data/Video_mp4/Block1/2.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/2.npy,1,2
train,data/Video_mp4/Block1/3.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/3.npy,1,3
train,data/Video_mp4/Block1/4.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/4.npy,1,4
train,data/Video_mp4/Block1/5.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/5.npy,1,5
train,data/Video_mp4/Block1/6.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/6.npy,1,6
train,data/Video_mp4/Block1/7.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/7.npy,1,7
train,data/Video_mp4/Block1/8.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/8.npy,1,8
train,data/Video_mp4/Block1/9.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/9.npy,1,9
train,data/Video_mp4/Block1/10.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/10.npy,1,10
train,data/Video_mp4/Block1/11.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/11.npy,1,11
train,data/Video_mp4/Block1/12.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/12.npy,1,12
train,data/Video_mp4/Block1/13.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/13.npy,1,13
train,data/Video_mp4/Block1/14.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/14.npy,1,14
train,data/Video_mp4/Block1/15.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/15.npy,1,15
train,data/Video_mp4/Block1/16.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/16.npy,1,16
train,data/Video_mp4/Block1/17.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/17.npy,1,17
train,data/Video_mp4/Block1/18.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/18.npy,1,18
train,data/Video_mp4/Block1/19.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/19.npy,1,19
train,data/Video_mp4/Block1/20.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/20.npy,1,20
train,data/Video_mp4/Block1/21.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/21.npy,1,21
train,data/Video_mp4/Block1/22.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/22.npy,1,22
train,data/Video_mp4/Block1/23.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/23.npy,1,23
train,data/Video_mp4/Block1/24.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/24.npy,1,24
train,data/Video_mp4/Block1/25.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/25.npy,1,25
train,data/Video_mp4/Block1/26.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/26.npy,1,26
train,data/Video_mp4/Block1/27.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/27.npy,1,27
train,data/Video_mp4/Block1/28.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/28.npy,1,28
train,data/Video_mp4/Block1/29.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/29.npy,1,29
train,data/Video_mp4/Block1/30.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/30.npy,1,30
train,data/Video_mp4/Block1/31.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/31.npy,1,31
train,data/Video_mp4/Block1/32.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/32.npy,1,32
train,data/Video_mp4/Block1/33.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/33.npy,1,33
train,data/Video_mp4/Block1/34.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/34.npy,1,34
train,data/Video_mp4/Block1/35.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/35.npy,1,35
train,data/Video_mp4/Block1/36.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/36.npy,1,36
train,data/Video_mp4/Block1/37.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/37.npy,1,37
train,data/Video_mp4/Block1/38.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/38.npy,1,38
train,data/Video_mp4/Block1/39.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/39.npy,1,39
train,data/Video_mp4/Block1/40.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/40.npy,1,40
train,data/Video_mp4/Block1/41.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/41.npy,1,41
train,data/Video_mp4/Block1/42.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/42.npy,1,42
train,data/Video_mp4/Block1/43.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/43.npy,1,43
train,data/Video_mp4/Block1/44.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/44.npy,1,44
train,data/Video_mp4/Block1/45.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/45.npy,1,45
train,data/Video_mp4/Block1/46.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/46.npy,1,46
train,data/Video_mp4/Block1/47.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/47.npy,1,47
train,data/Video_mp4/Block1/48.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/48.npy,1,48
train,data/Video_mp4/Block1/49.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/49.npy,1,49
train,data/Video_mp4/Block1/50.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/50.npy,1,50
train,data/Video_mp4/Block1/51.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/51.npy,1,51
train,data/Video_mp4/Block1/52.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/52.npy,1,52
train,data/Video_mp4/Block1/53.mp4,data/gaspardnew/eeg_firstw/sub3/Block1/53.npy,1,53
